이름,id,연도,팀명,평균자책점,경기,완투,완봉,승리,패배,세이브,홀드,승률,타자수,이닝,피안타,피홈런,볼넷,사구,삼진,실점,자책점,생년월일
박진우,63991,2020,NC,5.23,43,0,0,2,2,0,7,0.500,194,43,47,2,13,6,22,29,25,1990-02-12
박진우,63991,2021,NC,1.64,9,0,0,0,0,0,1,-,44,11,6,0,5,1,12,2,2,1990-02-12
고영표,64001,2015,KT,5.68,46,0,0,3,4,0,0,0.429,266,57,68,2,19,16,57,41,36,1991-09-16
고영표,64001,2016,KT,5.59,53,0,0,2,4,0,5,0.333,260,56 1/3,65,6,19,10,62,38,35,1991-09-16
고영표,64001,2017,KT,5.08,25,2,1,8,12,0,1,0.400,612,141 2/3,170,13,16,18,125,84,80,1991-09-16
고영표,64001,2018,KT,5.13,25,3,1,6,9,0,0,0.400,620,142,175,17,25,14,134,91,81,1991-09-16
고영표,64001,2021,KT,2.92,26,1,1,11,6,0,1,0.647,664,166 2/3,147,9,27,14,130,59,54,1991-09-16
고영표,64001,2022,KT,3.26,28,1,1,13,8,0,0,0.619,758,182 1/3,191,7,23,16,156,69,66,1991-09-16
고영표,64001,2023,KT,2.78,28,0,0,12,7,0,0,0.632,706,174 2/3,181,7,19,9,114,57,54,1991-09-16
심재민,64017,2015,KT,6.87,50,0,0,2,3,0,1,0.400,270,56 1/3,68,3,41,7,29,45,43,1994-02-18
심재민,64017,2016,KT,5.47,59,0,0,2,3,0,7,0.400,255,54 1/3,75,4,24,5,30,36,33,1994-02-18
심재민,64017,2017,KT,5.18,64,0,0,1,7,0,13,0.125,344,74 2/3,86,11,31,4,69,48,43,1994-02-18
심재민,64017,2018,KT,4.61,44,0,0,4,5,2,3,0.444,179,41,47,5,17,2,36,25,21,1994-02-18
심재민,64017,2021,KT,2.89,28,0,0,0,1,0,1,0.000,189,46 2/3,41,4,11,0,35,15,15,1994-02-18
심재민,64017,2022,KT,3.74,44,0,0,4,1,0,6,0.800,184,43 1/3,41,4,16,2,21,19,18,1994-02-18
심재민,64017,2023,롯데,3.78,33,1,0,3,1,0,6,0.750,218,47 2/3,57,2,18,1,29,23,20,1994-02-18
박세웅,64021,2015,롯데,5.76,31,0,0,2,11,0,0,0.154,526,114,129,16,54,12,82,81,73,1995-11-30
박세웅,64021,2016,롯데,5.76,27,0,0,7,12,0,0,0.368,627,139,160,17,62,6,133,97,89,1995-11-30
박세웅,64021,2017,롯데,3.68,28,0,0,12,6,0,0,0.667,725,171 1/3,170,21,56,9,117,74,70,1995-11-30
박세웅,64021,2018,롯데,9.92,14,0,0,1,5,0,0,0.167,258,49,83,10,29,4,40,54,54,1995-11-30
박세웅,64021,2019,롯데,4.20,12,0,0,3,6,0,0,0.333,263,60,66,3,23,0,44,33,28,1995-11-30
박세웅,64021,2020,롯데,4.70,28,0,0,8,10,0,0,0.444,658,147 1/3,177,20,47,8,108,85,77,1995-11-30
박세웅,64021,2021,롯데,3.98,28,1,1,10,9,0,0,0.526,685,163,141,20,53,10,125,75,72,1995-11-30
박세웅,64021,2022,롯데,3.89,28,0,0,10,11,0,0,0.476,679,157 1/3,179,8,32,8,146,80,68,1995-11-30
박세웅,64021,2023,롯데,3.45,27,0,0,9,7,0,0,0.563,657,154,145,8,59,4,129,70,59,1995-11-30
안현준,64041,2015,KT,5.06,13,0,0,0,0,0,0,-,84,16,23,1,12,1,25,13,9,1995-03-23
안현준,64041,2016,KT,6.00,11,0,0,0,0,0,0,-,57,12,11,2,9,2,12,8,8,1995-03-23
안현준,64041,2020,KT,108.00,1,0,0,0,0,0,0,-,5,1/3,2,0,2,0,0,4,4,1995-03-23
류희운,64029,2016,KT,10.80,5,0,0,0,0,0,0,-,40,8 1/3,13,1,3,0,3,10,10,1995-06-19
류희운,64029,2017,KT,7.67,24,0,0,4,4,0,0,0.500,395,81,99,18,53,8,52,72,69,1995-06-19
류희운,64029,2018,KT,4.91,29,0,0,1,1,0,1,0.500,195,44,53,11,14,2,28,25,24,1995-06-19
류희운,64029,2019,KT,23.14,1,0,0,0,1,0,0,0.000,17,2 1/3,8,0,2,0,1,6,6,1995-06-19
류희운,64029,2020,KT,10.80,7,0,0,0,1,0,0,0.000,41,8 1/3,14,1,4,0,7,10,10,1995-06-19
류희운,64029,2022,한화,8.49,15,0,0,0,1,0,0,0.000,56,11 2/3,15,2,7,2,10,11,11,1995-06-19
류희운,64029,2023,한화,11.25,3,0,0,0,0,0,0,-,20,4,6,1,2,0,4,5,5,1995-06-19
시스코,64049,2015,KT,6.23,17,0,0,0,6,0,2,0.000,185,39,43,5,25,4,42,34,27,1983-01-13
이영준,64051,2017,넥센,5.40,10,0,0,1,0,0,0,1.000,43,8 1/3,10,0,4,2,4,5,5,1991-10-10
이영준,64051,2018,넥센,22.50,2,0,0,0,0,0,0,-,15,2,6,0,3,0,2,5,5,1991-10-10
이영준,64051,2019,키움,2.97,29,0,0,1,1,0,1,0.500,136,33 1/3,39,0,5,0,19,11,11,1991-10-10
이영준,64051,2020,키움,4.73,52,0,0,2,3,0,25,0.400,176,40,41,5,19,2,32,21,21,1991-10-10
이영준,64051,2022,키움,4.29,26,0,0,2,2,0,4,0.500,102,21,27,0,13,2,16,12,10,1991-10-10
이영준,64051,2023,키움,21.60,2,0,0,0,1,0,0,0.000,10,1 2/3,4,0,1,0,0,4,4,1991-10-10
조현우,64047,2015,롯데,4.50,3,0,0,0,0,0,0,-,15,4,3,2,1,0,4,3,2,1994-03-30
조현우,64047,2019,KT,3.52,7,0,0,0,0,0,0,-,35,7 2/3,6,0,5,1,9,3,3,1994-03-30
조현우,64047,2020,KT,3.09,54,0,0,5,1,1,9,0.833,196,46 2/3,38,1,22,1,33,16,16,1994-03-30
조현우,64047,2021,KT,2.61,49,0,0,0,0,0,6,-,126,31,26,0,7,1,13,10,9,1994-03-30
조현우,64047,2022,KT,4.50,19,0,0,0,0,0,2,-,57,12,14,0,4,4,5,8,6,1994-03-30
조현우,64047,2023,KT,6.00,5,0,0,0,0,0,0,-,17,3,6,0,2,0,1,2,2,1994-03-30
티포드,64136,2014,LG,5.24,20,0,0,5,6,0,0,0.455,455,99 2/3,105,9,51,6,85,64,58,1984-05-15
임지섭,64155,2014,LG,6.75,4,0,0,1,2,0,0,0.333,73,14 2/3,15,1,17,1,8,11,11,1995-09-06
임지섭,64155,2015,LG,6.25,8,0,0,1,2,0,0,0.333,144,31 2/3,18,3,36,2,37,23,22,1995-09-06
임지섭,64155,2018,LG,25.07,2,0,0,0,2,0,0,0.000,32,4 2/3,11,3,7,0,4,13,13,1995-09-06
임지섭,64155,2019,LG,2.70,8,0,0,0,0,0,0,-,33,6 2/3,5,0,8,1,9,4,2,1995-09-06
리오단,64157,2014,LG,3.96,28,2,1,9,10,0,0,0.474,707,168,177,13,37,10,77,80,74,1986-05-25
홍영현,64204,2016,두산,7.11,6,0,0,1,0,0,0,1.000,33,6 1/3,9,1,6,0,6,6,5,1991-01-07
마야,64219,2014,두산,4.86,11,1,0,2,4,0,0,0.333,278,63,67,6,24,4,54,36,34,1981-08-28
마야,64219,2015,두산,8.17,13,1,1,2,5,0,0,0.286,317,68 1/3,83,6,31,5,62,62,62,1981-08-28
최병욱,64259,2014,두산,6.61,12,0,0,0,0,0,0,-,77,16 1/3,24,4,7,0,9,12,12,1989-06-02
한주성,64255,2018,두산,6.75,3,0,0,0,0,0,0,-,22,4,8,0,1,1,1,3,3,1995-02-26
전용훈,64267,2017,두산,6.00,7,0,0,0,0,0,0,-,39,9,11,0,2,0,6,7,6,1995-03-20
볼스테드,64230,2014,두산,6.21,17,1,0,5,7,0,0,0.417,410,87,116,8,37,7,32,70,60,1986-09-23
구자형,64354,2015,넥센,10.13,3,0,0,0,0,0,0,-,13,2 2/3,4,0,2,0,1,3,3,1990-11-30
하영민,64350,2014,넥센,7.22,14,0,0,3,5,0,0,0.375,288,62 1/3,84,9,28,0,43,52,50,1995-05-07
하영민,64350,2015,넥센,7.53,18,0,0,2,0,0,0,1.000,159,34 2/3,48,7,12,2,25,30,29,1995-05-07
하영민,64350,2016,넥센,3.14,11,0,0,1,1,0,1,0.500,121,28 2/3,33,2,9,2,15,12,10,1995-05-07
하영민,64350,2017,넥센,4.76,28,0,0,1,1,0,1,0.500,206,45 1/3,49,5,30,1,23,24,24,1995-05-07
하영민,64350,2018,넥센,7.71,9,0,0,0,2,0,0,0.000,89,16 1/3,30,3,7,1,10,18,14,1995-05-07
하영민,64350,2022,키움,3.43,41,0,0,5,3,0,2,0.625,178,39 1/3,35,4,21,0,23,27,15,1995-05-07
하영민,64350,2023,키움,4.64,57,0,0,3,1,0,5,0.750,247,52 1/3,67,4,25,1,51,36,27,1995-05-07
김윤환,64396,2016,넥센,0.00,1,0,0,0,0,0,0,-,4,1,0,0,1,0,0,0,0,1995-11-20
마틴,64430,2014,삼성,4.78,23,0,0,9,6,0,0,0.600,562,128,148,10,31,7,84,69,68,1983-01-02
안규현,64462,2017,삼성,9.00,1,0,0,0,0,0,0,-,11,2,2,0,3,1,1,2,2,1995-11-30
이수민,64464,2014,삼성,2.45,5,0,0,1,0,0,1,1.000,39,7 1/3,7,0,10,1,7,2,2,1995-09-11
이수민,64464,2017,삼성,10.13,1,0,0,0,0,0,0,-,14,2 2/3,4,0,1,1,1,3,3,1995-09-11
이수민,64464,2022,삼성,5.79,4,0,0,0,0,0,0,-,23,4 2/3,3,1,5,1,2,3,3,1995-09-11
구준범,64498,2021,삼성,22.50,1,0,0,0,0,0,0,-,12,2,2,2,3,1,1,5,5,1995-03-18
배성근,64501,2021,롯데,0.00,2,0,0,0,0,0,0,-,9,2,2,0,1,0,1,0,0,1995-04-27
오윤석,64504,2021,KT,0.00,1,0,0,0,0,0,0,-,2,2/3,0,0,0,0,0,0,0,1992-02-24
문동욱,64554,2014,롯데,9.00,1,0,0,0,0,0,0,-,11,2,3,0,1,1,0,2,2,1992-01-07
문동욱,64554,2019,한화,12.06,12,0,0,1,1,0,0,0.500,91,15 2/3,36,3,4,3,12,25,21,1992-01-07
문동욱,64554,2020,한화,4.50,19,0,0,0,1,1,1,0.000,83,18,12,2,17,2,9,10,9,1992-01-07
문동욱,64554,2021,한화,0.00,1,0,0,0,0,0,0,-,6,1 1/3,1,0,1,0,2,0,0,1992-01-07
이인복,64565,2014,롯데,15.43,3,0,0,0,0,0,0,-,28,4 2/3,8,2,4,1,2,9,8,1991-06-18
이인복,64565,2015,롯데,10.18,9,0,0,0,0,0,0,-,105,20 1/3,36,4,8,2,9,25,23,1991-06-18
이인복,64565,2019,롯데,11.68,11,0,0,0,0,0,0,-,74,12 1/3,29,2,8,0,7,18,16,1991-06-18
이인복,64565,2020,롯데,3.97,47,0,0,1,4,0,2,0.200,199,45 1/3,57,2,12,1,21,22,20,1991-06-18
이인복,64565,2021,롯데,4.11,25,0,0,3,0,0,1,1.000,271,61 1/3,75,5,14,5,45,31,28,1991-06-18
이인복,64565,2022,롯데,4.19,26,0,0,9,9,0,1,0.500,547,126 2/3,153,6,30,4,71,63,59,1991-06-18
이인복,64565,2023,롯데,6.48,10,0,0,1,4,0,0,0.200,168,33 1/3,54,3,10,5,15,32,24,1991-06-18
김재열,64580,2020,KIA,7.27,14,0,0,0,1,0,2,0.000,89,17 1/3,23,3,12,3,13,16,14,1996-01-02
김재열,64580,2021,KIA,3.86,24,0,0,1,0,0,0,1.000,152,32 2/3,28,4,18,4,18,18,14,1996-01-02
김재열,64580,2022,KIA,6.07,47,0,0,1,2,1,5,0.333,193,43,45,5,22,1,36,33,29,1996-01-02
김재열,64580,2023,KIA,13.11,9,0,0,0,0,0,0,-,70,11 2/3,20,2,13,0,9,17,17,1996-01-02
심규범,64594,2014,롯데,0.00,1,0,0,0,0,0,0,-,3,1,0,0,0,0,1,0,0,1991-09-04
심규범,64594,2015,롯데,7.11,16,0,0,0,1,0,1,0.000,31,6 1/3,7,1,6,0,6,5,5,1991-09-04
심규범,64594,2018,NC,0.00,1,0,0,0,0,0,0,-,3,2/3,1,0,0,0,0,0,0,1991-09-04
김유영,64596,2014,롯데,5.87,5,0,0,0,0,0,0,-,37,7 2/3,8,0,7,0,2,5,5,1994-05-02
김유영,64596,2016,롯데,6.55,46,0,0,0,1,1,3,0.000,171,34 1/3,37,3,30,0,31,32,25,1994-05-02
김유영,64596,2017,롯데,4.44,40,0,0,0,0,0,2,-,217,48 2/3,52,5,25,3,41,24,24,1994-05-02
김유영,64596,2020,롯데,4.91,12,0,0,0,0,0,0,-,31,7 1/3,4,0,7,0,5,4,4,1994-05-02
김유영,64596,2021,롯데,7.23,26,0,0,1,0,0,0,1.000,92,18 2/3,21,1,14,2,17,16,15,1994-05-02
김유영,64596,2022,롯데,5.65,68,0,0,6,2,0,13,0.750,254,51,73,4,30,3,44,34,32,1994-05-02
차명진,64615,2019,KIA,4.36,9,0,0,3,1,0,0,0.750,151,33,35,1,18,2,19,17,16,1995-03-03
차명진,64615,2020,KIA,135.00,1,0,0,0,0,0,0,-,6,1/3,3,0,0,2,0,5,5,1995-03-03
차명진,64615,2021,KIA,7.59,4,0,0,0,1,0,0,0.000,57,10 2/3,12,1,13,1,6,9,9,1995-03-03
어센시오,64641,2014,KIA,4.05,46,0,0,4,1,20,0,0.800,207,46 2/3,49,5,14,2,56,24,21,1983-05-30
김지훈,64640,2014,KIA,8.53,10,0,0,0,1,0,0,0.000,63,12 2/3,19,2,9,0,7,12,12,1992-04-16
토마스,64659,2014,KIA,4.44,10,0,0,2,2,0,0,0.500,210,46 2/3,55,3,19,1,51,26,23,1984-01-18
홀튼,64658,2014,KIA,4.80,17,0,0,5,8,0,0,0.385,417,93 2/3,96,10,48,3,58,54,50,1979-08-12
최영환,64718,2014,한화,7.10,50,0,0,1,2,1,2,0.333,304,64 2/3,76,9,43,6,42,54,51,1992-02-20
최영환,64718,2015,한화,0.00,1,0,0,0,0,0,0,-,8,1 1/3,2,0,2,0,1,2,0,1992-02-20
최영환,64718,2019,롯데,6.41,15,0,0,0,0,0,0,-,88,19 2/3,21,1,9,1,20,15,14,1992-02-20
최영환,64718,2020,롯데,6.30,6,0,0,0,1,0,0,0.000,53,10,19,4,3,1,7,11,7,1992-02-20
최영환,64718,2021,롯데,6.20,20,0,0,1,2,0,0,0.333,181,40 2/3,45,4,24,2,28,30,28,1992-02-20
최영환,64718,2022,롯데,20.25,1,0,0,0,1,0,0,0.000,18,2 2/3,8,0,1,1,1,6,6,1992-02-20
최영환,64718,2023,롯데,9.90,8,0,0,0,1,0,0,0.000,54,10,15,0,7,1,7,14,11,1992-02-20
앨버스,64737,2014,한화,5.89,28,1,1,6,13,0,0,0.316,673,151 1/3,200,18,40,4,107,108,99,1985-10-06
황영국,64760,2014,한화,9.00,1,0,0,0,0,0,0,-,5,1,2,0,1,0,0,1,1,1995-12-26
황영국,64760,2019,한화,6.75,6,0,0,0,0,0,0,-,20,4,8,2,1,0,6,3,3,1995-12-26
황영국,64760,2020,한화,10.24,21,0,0,0,0,0,4,-,101,19 1/3,29,3,14,2,17,22,22,1995-12-26
황영국,64760,2021,한화,5.52,18,0,0,0,2,0,2,0.000,71,14 2/3,16,0,10,1,15,10,9,1995-12-26
타투스코,64762,2014,한화,7.07,14,1,0,2,6,0,0,0.250,299,63 2/3,64,7,45,6,49,51,50,1985-03-27
박한길,64764,2015,한화,8.56,10,0,0,0,0,0,0,-,71,13 2/3,17,0,12,2,9,13,13,1994-06-03
박한길,64764,2016,롯데,6.06,9,0,0,0,0,0,0,-,78,16 1/3,24,1,7,1,10,15,11,1994-06-03
서균,64759,2017,한화,4.40,14,0,0,0,0,0,0,-,64,14 1/3,17,2,3,3,10,7,7,1992-01-11
서균,64759,2018,한화,5.79,56,0,0,1,1,1,10,0.500,168,37 1/3,39,7,16,7,22,26,24,1992-01-11
서균,64759,2019,한화,14.54,7,0,0,0,0,0,0,-,27,4 1/3,10,0,3,0,3,8,7,1992-01-11
서균,64759,2020,한화,0.00,7,0,0,0,0,0,0,-,34,7 1/3,7,0,6,1,1,0,0,1992-01-11
서균,64759,2021,한화,10.80,3,0,0,0,0,0,0,-,10,1 2/3,2,0,0,2,0,2,2,1992-01-11
클레이,64761,2014,한화,8.33,10,0,0,3,4,0,0,0.429,204,40,62,8,25,3,20,40,37,1988-02-15
조이현,64768,2014,한화,10.64,6,0,0,0,1,0,0,0.000,58,11,22,4,4,0,8,13,13,1995-06-27
조이현,64768,2015,한화,0.00,1,0,0,0,0,0,0,-,3,1,0,0,0,0,0,0,0,1995-06-27
조이현,64768,2019,SK,8.03,7,0,0,0,0,0,0,-,57,12 1/3,19,3,4,0,8,12,11,1995-06-27
조이현,64768,2020,SK,5.96,35,0,0,2,4,0,0,0.333,340,77,96,12,25,2,38,52,51,1995-06-27
조이현,64768,2021,SSG,5.67,30,0,0,4,8,1,0,0.333,291,66 2/3,74,10,26,0,48,46,42,1995-06-27
조이현,64768,2023,KT,6.69,18,0,0,2,1,0,1,0.667,170,35,61,3,6,2,17,27,26,1995-06-27
정광운,64769,2015,한화,6.75,2,0,0,0,0,0,0,-,7,1 1/3,2,0,1,0,1,1,1,1991-04-21
이승진,64805,2018,SK,4.57,34,0,0,0,1,0,0,0.000,189,41 1/3,41,6,20,4,37,25,21,1995-01-07
이승진,64805,2019,SK,8.05,17,0,0,0,0,0,1,-,89,19,21,3,12,1,14,17,17,1995-01-07
이승진,64805,2020,두산,5.61,33,0,0,2,4,0,5,0.333,228,51 1/3,55,3,22,2,54,33,32,1995-01-07
이승진,64805,2021,두산,3.91,47,0,0,1,4,2,13,0.200,210,48 1/3,41,3,31,2,28,24,21,1995-01-07
이승진,64805,2022,두산,6.61,35,0,0,3,1,0,2,0.750,140,31 1/3,35,5,12,1,29,25,23,1995-01-07
이승진,64805,2023,두산,0.00,1,0,0,0,0,0,0,-,6,2/3,1,0,1,1,1,4,0,1995-01-07
이건욱,64861,2016,SK,27.00,1,0,0,0,0,0,0,-,4,2/3,2,0,0,0,1,2,2,1995-02-13
이건욱,64861,2017,SK,33.75,2,0,0,0,0,0,0,-,11,1 1/3,4,1,3,0,1,5,5,1995-02-13
이건욱,64861,2020,SK,5.68,27,0,0,6,12,0,0,0.333,542,122,105,11,81,6,91,77,77,1995-02-13
이건욱,64861,2021,SSG,11.37,5,0,0,0,1,0,0,0.000,72,12 2/3,16,4,19,1,5,16,16,1995-02-13
이건욱,64861,2022,SSG,9.00,1,0,0,0,1,0,0,0.000,14,3,2,1,4,0,2,3,3,1995-02-13
이건욱,64861,2023,SSG,2.09,27,0,0,1,0,0,0,1.000,169,38 2/3,31,0,25,2,31,13,9,1995-02-13
울프,64824,2014,SK,4.85,23,0,0,2,2,4,0,0.500,364,85 1/3,88,10,27,6,41,48,46,1982-10-18
박민호,64893,2014,SK,5.46,17,0,0,2,3,0,0,0.400,152,31 1/3,41,3,10,9,12,25,19,1992-02-25
박민호,64893,2015,SK,4.28,20,0,0,1,1,0,1,0.500,116,27 1/3,26,4,9,2,12,18,13,1992-02-25
박민호,64893,2016,SK,4.91,32,0,0,0,1,0,3,0.000,159,36 2/3,40,4,9,4,18,20,20,1992-02-25
박민호,64893,2018,SK,15.43,3,0,0,0,0,0,0,-,12,2 1/3,4,1,1,1,0,4,4,1992-02-25
박민호,64893,2019,SK,2.68,47,0,0,3,1,0,4,0.750,209,50 1/3,49,2,14,4,22,17,15,1992-02-25
박민호,64893,2020,SK,2.42,57,0,0,2,1,4,11,0.667,215,52,43,4,19,2,36,16,14,1992-02-25
박민호,64893,2021,SSG,3.73,40,0,0,4,0,0,5,1.000,177,41,45,3,11,4,19,18,17,1992-02-25
박민호,64893,2022,SSG,4.09,22,0,0,1,1,1,4,0.500,101,22,26,3,11,2,12,10,10,1992-02-25
박민호,64893,2023,SSG,0.90,10,0,0,0,0,0,0,-,47,10,14,0,1,2,4,3,1,1992-02-25
서동민,64896,2020,SK,5.40,9,0,0,0,0,0,0,-,38,8 1/3,10,2,4,0,7,5,5,1994-03-07
서동민,64896,2021,SSG,5.13,20,0,0,0,0,0,0,-,118,26 1/3,27,5,17,1,24,15,15,1994-03-07
서동민,64896,2022,SSG,2.57,20,0,0,1,1,0,5,0.500,86,21,13,3,11,1,19,11,6,1994-03-07
서동민,64896,2023,SSG,0.00,2,0,0,0,0,0,0,-,6,1,0,0,3,0,1,0,0,1994-03-07
강장산,64907,2015,NC,5.61,20,0,0,0,0,0,0,-,121,25 2/3,27,3,15,3,9,17,16,1990-02-16
강장산,64907,2016,NC,11.57,3,0,0,0,1,0,0,0.000,12,2 1/3,3,2,3,0,1,3,3,1990-02-16
강장산,64907,2017,KT,5.47,17,0,0,0,0,0,0,-,121,26 1/3,27,3,15,4,16,17,16,1990-02-16
웨버,64956,2014,NC,4.58,24,1,0,9,6,0,0,0.600,512,118,132,13,42,3,85,66,60,1984-09-28
김학성,64960,2016,NC,14.54,4,0,0,0,0,0,0,-,27,4 1/3,11,0,3,1,0,7,7,1991-06-15
배재환,64995,2015,NC,18.00,1,0,0,0,0,0,0,-,7,1,1,0,3,0,2,2,2,1995-02-24
배재환,64995,2016,NC,4.09,11,0,0,1,1,0,0,0.500,90,22,17,1,9,0,15,11,10,1995-02-24
배재환,64995,2017,NC,9.00,3,0,0,0,1,0,0,0.000,41,8,13,4,6,0,4,8,8,1995-02-24
배재환,64995,2018,NC,4.50,31,0,0,3,3,1,2,0.500,169,36,37,6,25,1,34,18,18,1995-02-24
배재환,64995,2019,NC,3.81,62,0,0,3,5,0,20,0.375,247,54 1/3,49,3,31,7,61,26,23,1995-02-24
배재환,64995,2020,NC,3.98,53,0,0,1,3,0,12,0.250,209,43,38,4,35,9,33,22,19,1995-02-24
어윈,65036,2015,KT,8.68,12,0,0,1,7,0,0,0.125,271,56,90,10,21,2,41,57,54,1987-02-25
홍성무,65042,2015,KT,4.82,23,0,0,0,1,0,0,0.000,121,28,31,5,9,1,22,15,15,1993-01-25
홍성무,65042,2016,KT,4.00,8,0,0,0,0,0,0,-,40,9,11,2,1,0,12,6,4,1993-01-25
홍성무,65042,2017,KT,12.79,7,0,0,0,1,0,0,0.000,35,6 1/3,11,1,6,0,4,9,9,1993-01-25
홍성무,65042,2019,NC,6.28,15,0,0,0,0,0,0,-,71,14 1/3,16,3,11,1,10,10,10,1993-01-25
홍성무,65042,2020,NC,12.60,11,0,0,0,0,1,0,-,82,15,21,3,13,1,12,22,21,1993-01-25
김민수,65048,2015,KT,5.79,15,0,0,0,1,0,1,0.000,115,23 1/3,30,1,13,1,18,18,15,1992-07-24
김민수,65048,2016,KT,6.75,7,0,0,0,0,1,0,-,41,8,14,1,3,0,6,6,6,1992-07-24
김민수,65048,2018,KT,9.00,2,0,0,0,0,0,0,-,4,1,1,0,1,0,1,1,1,1992-07-24
김민수,65048,2019,KT,4.96,28,0,0,8,5,2,1,0.615,354,81 2/3,87,10,30,2,56,46,45,1992-07-24
김민수,65048,2020,KT,6.10,33,0,0,3,8,0,0,0.273,482,103 1/3,151,14,30,4,63,80,70,1992-07-24
김민수,65048,2021,KT,2.95,56,0,0,4,2,0,11,0.667,253,58,56,2,24,3,55,25,19,1992-07-24
김민수,65048,2022,KT,1.90,76,0,0,5,4,3,30,0.556,327,80 2/3,66,3,15,6,91,19,17,1992-07-24
김민수,65048,2023,KT,6.92,14,0,0,0,1,0,3,0.000,58,13,17,1,5,0,4,10,10,1992-07-24
정성곤,65058,2015,KT,8.53,20,0,0,2,6,0,0,0.250,300,58,81,12,51,1,41,58,55,1996-07-10
정성곤,65058,2016,KT,5.83,28,0,0,0,7,0,0,0.000,304,66 1/3,72,4,33,6,46,52,43,1996-07-10
정성곤,65058,2017,KT,8.11,26,0,0,3,12,0,0,0.200,511,107 2/3,151,20,41,6,72,99,97,1996-07-10
정성곤,65058,2018,KT,2.96,24,0,0,1,0,0,5,1.000,104,24 1/3,23,3,11,0,23,8,8,1996-07-10
정성곤,65058,2019,KT,5.53,52,0,0,3,3,8,11,0.500,248,53 2/3,64,7,22,2,40,36,33,1996-07-10
정성곤,65058,2022,SSG,10.13,2,0,0,0,0,0,0,-,13,2 2/3,1,1,3,1,3,3,3,1996-07-10
정성곤,65058,2023,SSG,10.38,6,0,0,0,0,0,0,-,29,4 1/3,8,2,7,0,3,9,5,1996-07-10
이창재,65057,2015,KT,6.82,38,0,0,0,1,0,3,0.000,151,33,38,8,12,2,32,30,25,1992-12-29
이창재,65057,2016,KT,5.13,47,0,0,3,1,1,2,0.750,182,40 1/3,48,6,15,2,38,24,23,1992-12-29
이창재,65057,2020,KT,5.63,10,0,0,0,0,0,1,-,38,8,10,0,4,0,7,6,5,1992-12-29
이창재,65057,2021,KT,2.70,32,0,0,2,0,0,0,1.000,108,26 2/3,22,0,10,0,19,8,8,1992-12-29
이창재,65057,2022,KT,33.75,4,0,0,0,1,0,0,0.000,12,1 1/3,5,0,2,1,2,5,5,1992-12-29
엄상백,65056,2015,KT,6.66,28,0,0,5,6,0,0,0.455,465,100,127,15,50,10,78,77,74,1996-10-04
엄상백,65056,2016,KT,6.75,52,0,0,1,5,1,8,0.167,345,73 1/3,93,8,40,4,57,61,55,1996-10-04
엄상백,65056,2017,KT,4.15,52,0,0,1,3,0,8,0.250,229,52,48,3,22,4,39,28,24,1996-10-04
엄상백,65056,2018,KT,5.44,55,0,0,1,8,2,12,0.111,211,46 1/3,51,4,17,8,44,33,28,1996-10-04
엄상백,65056,2019,KT,8.04,26,0,0,2,3,0,0,0.400,154,31 1/3,40,6,24,0,20,29,28,1996-10-04
엄상백,65056,2021,KT,4.10,10,0,0,4,1,0,0,0.800,228,52 2/3,41,7,28,3,45,24,24,1996-10-04
엄상백,65056,2022,KT,2.95,33,0,0,11,2,0,0,0.846,581,140 1/3,125,14,46,4,139,52,46,1996-10-04
엄상백,65056,2023,KT,3.63,20,0,0,7,6,0,0,0.538,454,111 2/3,100,6,29,2,89,46,45,1996-10-04
윤수호,65064,2017,NC,5.36,40,0,0,2,1,0,1,0.667,213,47,41,3,30,4,42,31,28,1992-07-09
윤수호,65064,2018,두산,9.24,17,0,0,0,1,0,0,0.000,127,25 1/3,33,4,17,1,19,31,26,1992-07-09
김재윤,65062,2015,KT,4.23,42,0,0,1,2,0,6,0.333,188,44 2/3,46,3,12,1,70,23,21,1990-09-16
김재윤,65062,2016,KT,4.97,52,0,0,8,1,14,1,0.889,235,54 1/3,61,6,15,1,73,31,30,1990-09-16
김재윤,65062,2017,KT,5.79,41,0,0,3,5,15,0,0.375,161,37 1/3,41,1,11,1,31,25,24,1990-09-16
김재윤,65062,2018,KT,4.57,62,0,0,7,5,15,0,0.583,271,61,76,11,15,1,66,34,31,1990-09-16
김재윤,65062,2019,KT,2.27,43,0,0,2,2,7,9,0.500,177,47 2/3,27,4,12,1,42,13,12,1990-09-16
김재윤,65062,2020,KT,3.26,56,0,0,5,3,21,1,0.625,256,60 2/3,62,7,15,0,58,23,22,1990-09-16
김재윤,65062,2021,KT,2.42,65,0,0,4,3,32,0,0.571,275,67,57,5,24,0,64,19,18,1990-09-16
김재윤,65062,2022,KT,3.26,61,0,0,9,7,33,0,0.563,267,66 1/3,46,5,21,0,78,26,24,1990-09-16
김재윤,65062,2023,KT,2.60,59,0,0,5,5,32,0,0.500,262,65 2/3,54,2,13,1,60,21,19,1990-09-16
주권,65060,2015,KT,8.51,15,0,0,0,2,0,0,0.000,123,24 1/3,43,6,9,2,13,26,23,1995-05-31
주권,65060,2016,KT,5.10,28,1,1,6,8,0,0,0.429,594,134,162,14,44,5,63,80,76,1995-05-31
주권,65060,2017,KT,6.61,39,0,0,5,6,1,3,0.455,379,81 2/3,101,15,31,6,47,64,60,1995-05-31
