이름,id,연도,팀명,타율,경기,타석,타수,득점,안타,2루타,3루타,홈런,루타,타점,도루,도루실패,볼넷,사구,삼진,병살타,장타율,출루율,실책,생년월일
최성영,66920,2017,NC,-,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,1997-04-28
최성영,66920,2019,NC,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,1997-04-28
안상현,66864,2018,SK,0.500,1,2,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0.500,0.500,0,1997-01-27
안상현,66864,2019,SK,0.235,65,108,102,14,24,3,0,0,27,5,7,3,4,0,28,3,0.265,0.262,6,1997-01-27
안상현,66864,2021,SSG,0.256,37,40,39,9,10,2,0,1,15,4,3,1,1,0,15,0,0.385,0.275,2,1997-01-27
안상현,66864,2022,SSG,0.158,46,47,38,12,6,0,0,2,12,5,2,0,5,1,12,2,0.316,0.273,1,1997-01-27
안상현,66864,2023,SSG,0.241,58,66,58,10,14,3,0,0,17,2,3,1,5,0,15,1,0.293,0.302,2,1997-01-27
박준영,66928,2016,NC,-,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,1997-08-05
박준영,66928,2020,NC,0.152,32,51,46,4,7,4,0,0,11,3,1,0,2,3,17,2,0.239,0.235,2,1997-08-05
박준영,66928,2021,NC,0.209,111,315,273,37,57,7,2,8,92,31,4,3,27,10,92,9,0.337,0.301,9,1997-08-05
박준영,66928,2022,NC,0.216,75,240,208,27,45,8,1,4,67,19,7,2,27,1,54,6,0.322,0.308,13,1997-08-05
박준영,66928,2023,두산,0.228,51,138,127,16,29,8,2,4,53,17,2,1,9,2,53,0,0.417,0.290,4,1997-08-05
정수민,66960,2017,NC,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,1990-04-01
정수민,66960,2018,NC,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,1990-04-01
정수민,66960,2021,SSG,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,1990-04-01
최우재,66963,2021,NC,0.000,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0,1997-04-11
도태훈,66965,2016,NC,0.167,6,7,6,1,1,0,0,0,1,0,0,0,0,1,2,0,0.167,0.286,1,1993-03-18
도태훈,66965,2017,NC,0.191,32,51,47,3,9,1,0,1,13,4,0,0,4,0,7,2,0.277,0.255,3,1993-03-18
도태훈,66965,2018,NC,0.229,26,42,35,5,8,0,0,1,11,5,0,0,5,2,5,0,0.314,0.357,1,1993-03-18
도태훈,66965,2020,NC,0.182,11,13,11,0,2,0,0,0,2,1,0,0,2,0,3,0,0.182,0.308,0,1993-03-18
도태훈,66965,2021,NC,0.182,77,76,66,10,12,1,0,1,16,9,1,0,6,4,14,3,0.242,0.289,4,1993-03-18
도태훈,66965,2022,NC,0.216,91,163,139,18,30,7,0,2,43,13,0,0,13,1,23,5,0.309,0.282,4,1993-03-18
도태훈,66965,2023,NC,0.234,117,302,239,41,56,6,0,5,77,23,2,1,38,17,48,8,0.322,0.376,4,1993-03-18
이재율,66968,2016,NC,0.154,32,13,13,9,2,0,0,0,2,0,8,1,0,0,3,0,0.154,0.154,1,1993-05-02
이재율,66968,2017,NC,0.167,52,27,24,16,4,0,0,0,4,1,9,1,0,2,9,0,0.167,0.231,0,1993-05-02
이재율,66968,2018,NC,0.171,33,45,41,8,7,1,1,0,10,1,3,1,2,2,10,0,0.244,0.244,0,1993-05-02
이재율,66968,2020,NC,0.444,25,10,9,9,4,1,0,0,5,3,4,1,1,0,1,1,0.556,0.500,0,1993-05-02
이재율,66968,2021,NC,0.200,23,17,15,5,3,2,0,0,5,1,1,1,0,2,3,1,0.333,0.294,0,1993-05-02
조원빈,66992,2018,NC,0.000,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0,1993-04-10
홍현빈,67005,2017,KT,0.000,8,6,6,1,0,0,0,0,0,0,1,0,0,0,4,0,0.000,0.000,0,1997-08-29
홍현빈,67005,2018,KT,0.231,14,15,13,2,3,0,0,0,3,1,1,0,2,0,5,0,0.231,0.333,0,1997-08-29
홍현빈,67005,2020,KT,0.000,40,24,18,5,0,0,0,0,0,1,0,1,5,0,5,0,0.000,0.217,0,1997-08-29
홍현빈,67005,2021,KT,0.182,43,12,11,8,2,0,0,0,2,0,0,1,0,0,8,0,0.182,0.182,0,1997-08-29
홍현빈,67005,2022,KT,0.237,61,92,76,8,18,2,0,0,20,1,4,0,10,0,26,1,0.263,0.326,1,1997-08-29
홍현빈,67005,2023,KT,0.233,44,86,73,15,17,2,0,0,19,1,2,0,13,0,21,2,0.260,0.349,0,1997-08-29
안치영,67006,2017,KT,0.167,21,22,18,4,3,1,0,0,4,0,1,2,1,1,6,0,0.222,0.250,2,1998-05-29
안치영,67006,2019,KT,0.167,5,7,6,1,1,0,0,0,1,0,0,0,0,1,2,0,0.167,0.286,0,1998-05-29
안치영,67006,2023,KT,0.290,76,136,124,20,36,3,1,0,41,9,7,1,6,2,35,1,0.331,0.331,2,1998-05-29
이대은,67008,2019,KT,-,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,1989-03-23
이대은,67008,2020,KT,-,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,1989-03-23
이대은,67008,2021,KT,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,1989-03-23
로하스,67025,2017,KT,0.301,83,367,336,52,101,27,3,18,188,56,5,8,23,5,81,6,0.560,0.351,3,1990-05-24
로하스,67025,2018,KT,0.305,144,645,564,114,172,30,1,43,333,114,18,13,71,7,142,10,0.590,0.388,3,1990-05-24
로하스,67025,2019,KT,0.322,142,578,521,68,168,30,3,24,276,104,4,4,49,3,120,4,0.530,0.381,6,1990-05-24
로하스,67025,2020,KT,0.349,142,628,550,116,192,39,1,47,374,135,0,1,65,5,132,11,0.680,0.417,4,1990-05-24
모넬,67024,2017,KT,0.165,28,105,85,10,14,4,0,2,24,9,2,1,17,1,28,2,0.282,0.305,4,1986-03-27
조병욱,67045,2020,KT,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,1998-06-08
이정현,67048,2022,KT,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,1997-12-05
문상인,67063,2020,KT,0.000,3,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0.000,0.000,0,1998-01-31
문상인,67063,2022,KT,0.000,12,3,3,2,0,0,0,0,0,0,0,0,0,0,2,1,0.000,0.000,0,1998-01-31
문상인,67063,2023,KT,-,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-,1.000,0,1998-01-31
이종혁,67066,2018,KT,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,1997-05-29
이재근,67092,2017,KT,0.000,6,4,4,1,0,0,0,0,0,0,0,0,0,0,3,0,0.000,0.000,0,1995-01-15
고우석,67119,2017,LG,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,1998-08-06
고우석,67119,2019,LG,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,1998-08-06
고우석,67119,2021,LG,-,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,1998-08-06
고우석,67119,2022,LG,0.000,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0,1998-08-06
고우석,67119,2023,LG,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,1998-08-06
오석주,67116,2023,LG,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,1998-04-14
전준호,67123,2019,LG,0.000,8,5,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0.000,0.000,0,1998-07-01
전준호,67123,2023,LG,0.000,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.000,0.000,0,1998-07-01
로니,67134,2017,LG,0.278,23,93,79,7,22,5,0,3,36,12,0,0,11,1,14,1,0.456,0.366,1,1984-05-07
이찬혁,67164,2020,LG,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,1998-08-19
이찬혁,67164,2021,LG,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,1998-08-19
박유연,67202,2017,두산,0.333,3,3,3,0,1,0,0,0,1,0,0,0,0,0,2,0,0.333,0.333,0,1998-12-20
박유연,67202,2019,두산,0.000,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.000,0.000,0,1998-12-20
박유연,67202,2022,두산,0.235,13,19,17,0,4,0,0,0,4,2,0,0,1,1,5,1,0.235,0.316,0,1998-12-20
박유연,67202,2023,두산,0.267,10,16,15,3,4,2,0,0,6,1,0,0,0,0,4,0,0.400,0.267,1,1998-12-20
이유찬,67207,2018,두산,0.273,28,24,22,5,6,1,0,0,7,2,1,1,1,1,6,1,0.318,0.333,0,1998-08-05
이유찬,67207,2019,두산,0.231,25,13,13,6,3,0,0,0,3,1,5,0,0,0,3,0,0.231,0.231,1,1998-08-05
이유찬,67207,2020,두산,0.258,101,108,89,30,23,2,1,0,27,6,13,4,14,2,25,2,0.303,0.368,6,1998-08-05
이유찬,67207,2022,두산,0.241,13,31,29,3,7,0,0,1,10,2,1,1,0,0,12,0,0.345,0.233,3,1998-08-05
이유찬,67207,2023,두산,0.243,104,239,210,31,51,7,2,1,65,16,12,5,20,3,51,0,0.310,0.316,16,1998-08-05
김명신,67246,2017,두산,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,1993-11-29
김명신,67246,2021,두산,-,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,1993-11-29
김명신,67246,2022,두산,-,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,1993-11-29
문원,67259,2021,두산,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,1998-08-22
박치국,67266,2021,두산,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,1998-03-10
박치국,67266,2023,두산,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,1998-03-10
브리검,67313,2018,넥센,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,1988-02-10
김혜성,67304,2017,넥센,0.188,16,17,16,1,3,2,0,0,5,2,0,0,1,0,6,0,0.313,0.235,1,1999-01-27
김혜성,67304,2018,넥센,0.270,136,473,430,79,116,15,6,5,158,45,31,6,33,5,119,6,0.367,0.328,16,1999-01-27
김혜성,67304,2019,키움,0.276,122,387,348,57,96,16,7,0,126,32,20,3,29,2,85,4,0.362,0.332,15,1999-01-27
김혜성,67304,2020,키움,0.285,142,553,499,80,142,24,6,7,199,61,25,8,46,2,94,6,0.399,0.345,9,1999-01-27
김혜성,67304,2021,키움,0.304,144,635,559,99,170,20,3,3,205,66,46,4,65,1,97,8,0.367,0.372,35,1999-01-27
김혜성,67304,2022,키움,0.318,129,566,516,81,164,18,7,4,208,48,34,7,47,0,83,9,0.403,0.373,11,1999-01-27
김혜성,67304,2023,키움,0.335,137,621,556,104,186,29,6,7,248,57,25,3,57,3,77,6,0.446,0.396,17,1999-01-27
이정후,67341,2017,넥센,0.324,144,622,552,111,179,29,8,2,230,47,12,4,60,6,67,9,0.417,0.395,3,1998-08-20
이정후,67341,2018,넥센,0.355,109,520,459,81,163,34,2,6,219,57,11,4,42,8,58,5,0.477,0.412,5,1998-08-20
이정후,67341,2019,키움,0.336,140,630,574,91,193,31,10,6,262,68,13,7,45,4,40,15,0.456,0.386,2,1998-08-20
이정후,67341,2020,키움,0.333,140,617,544,85,181,49,5,15,285,101,12,2,59,4,47,16,0.524,0.397,3,1998-08-20
이정후,67341,2021,키움,0.360,123,544,464,78,167,42,6,7,242,84,10,3,62,9,37,8,0.522,0.438,3,1998-08-20
이정후,67341,2022,키움,0.349,142,627,553,85,193,36,10,23,318,113,5,0,66,5,32,10,0.575,0.421,2,1998-08-20
이정후,67341,2023,키움,0.318,86,387,330,50,105,23,2,6,150,45,6,3,49,3,23,1,0.455,0.406,1,1998-08-20
이병규,67363,2022,키움,0.184,24,40,38,7,7,1,1,0,10,5,1,0,2,0,11,0,0.263,0.225,1,1994-10-05
이병규,67363,2023,키움,0.235,7,17,17,3,4,0,0,0,4,2,0,0,0,0,4,0,0.235,0.235,0,1994-10-05
김재웅,67391,2020,키움,-,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,1998-10-22
김재웅,67391,2021,키움,-,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,1998-10-22
김재웅,67391,2023,키움,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,1998-10-22
양지율,67365,2020,키움,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,1998-12-16
초이스,67394,2017,넥센,0.307,46,201,176,37,54,8,1,17,115,42,0,0,17,7,49,5,0.653,0.388,1,1989-11-10
초이스,67394,2018,넥센,0.258,96,397,349,55,90,19,0,17,160,61,2,1,33,10,79,4,0.458,0.335,2,1989-11-10
문용익,67419,2021,삼성,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,1995-02-04
최지광,67421,2019,삼성,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,1998-03-13
장지훈,67443,2020,삼성,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,1997-03-31
나원탁,67454,2017,삼성,0.217,12,23,23,2,5,1,0,0,6,0,0,0,0,0,12,0,0.261,0.217,0,1994-08-20
나원탁,67454,2018,롯데,0.125,20,24,24,0,3,0,0,0,3,1,0,0,0,0,10,0,0.125,0.125,2,1994-08-20
나원탁,67454,2021,롯데,0.000,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.000,0.000,0,1994-08-20
김성윤,67449,2017,삼성,0.083,22,14,12,3,1,0,0,1,4,2,0,0,2,0,7,0,0.333,0.214,0,1999-02-02
김성윤,67449,2018,삼성,0.000,1,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0.000,0.000,0,1999-02-02
김성윤,67449,2020,삼성,0.286,9,9,7,1,2,1,0,0,3,0,0,0,1,1,1,0,0.429,0.444,0,1999-02-02
김성윤,67449,2021,삼성,0.167,30,19,18,7,3,0,0,0,3,2,0,1,0,0,5,0,0.167,0.158,2,1999-02-02
김성윤,67449,2022,삼성,0.190,48,49,42,14,8,3,0,1,14,2,10,2,5,1,10,0,0.333,0.292,1,1999-02-02
김성윤,67449,2023,삼성,0.314,101,272,245,40,77,4,6,2,99,28,20,4,14,4,35,2,0.404,0.354,2,1999-02-02
러프,67450,2017,삼성,0.315,134,591,515,90,162,38,0,31,293,124,2,2,60,12,107,14,0.569,0.396,7,1986-07-28
러프,67450,2018,삼성,0.330,137,597,506,97,167,32,4,33,306,125,5,3,65,18,107,17,0.605,0.419,6,1986-07-28
러프,67450,2019,삼성,0.292,133,568,472,80,138,35,2,22,243,101,6,3,80,7,87,18,0.515,0.396,5,1986-07-28
김민수,67504,2017,롯데,0.176,10,19,17,0,3,0,0,0,3,0,0,0,1,0,9,0,0.176,0.222,1,1998-03-18
김민수,67504,2019,롯데,0.235,11,37,34,0,8,3,0,0,11,1,0,0,1,2,14,2,0.324,0.297,1,1998-03-18
김민수,67504,2020,롯데,0.250,3,10,8,1,2,0,0,0,2,0,1,0,2,0,4,0,0.250,0.400,0,1998-03-18
김민수,67504,2021,롯데,0.241,82,224,199,19,48,11,1,3,70,25,0,0,18,3,62,4,0.352,0.312,3,1998-03-18
김민수,67504,2022,롯데,0.257,57,156,140,9,36,6,0,0,42,11,0,1,9,4,48,2,0.300,0.320,5,1998-03-18
김민수,67504,2023,롯데,0.209,25,51,43,4,9,1,1,0,12,2,0,0,7,0,17,2,0.279,0.320,2,1998-03-18
나균안,67539,2017,롯데,0.000,5,4,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0.000,0.000,0,1998-03-16
나균안,67539,2018,롯데,0.124,106,203,177,15,22,3,0,2,31,11,0,0,12,5,85,2,0.175,0.201,4,1998-03-16
나균안,67539,2019,롯데,0.124,104,209,185,12,23,4,0,3,36,13,0,0,9,6,88,5,0.195,0.188,5,1998-03-16
나균안,67539,2021,롯데,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,1998-03-16
윤성빈,67588,2018,롯데,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,1999-02-26
번즈,67598,2017,롯데,0.303,116,468,423,71,128,38,0,15,211,57,10,7,29,11,100,18,0.499,0.361,8,1990-08-07
번즈,67598,2018,롯데,0.268,133,505,462,80,124,34,5,23,237,64,5,2,33,9,133,8,0.513,0.329,22,1990-08-07
이승호,67603,2021,키움,-,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,1999-02-08
박정우,67609,2021,KIA,0.188,32,61,48,3,9,1,0,0,10,4,0,2,10,2,8,2,0.208,0.350,0,1998-02-01
박정우,67609,2022,KIA,0.333,16,3,3,2,1,0,0,0,1,2,0,0,0,0,1,0,0.333,0.333,0,1998-02-01
박정우,67609,2023,KIA,0.333,21,12,9,2,3,0,0,0,3,0,0,0,0,0,1,0,0.333,0.333,0,1998-02-01
유승철,67640,2018,KIA,0.000,5,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.000,0.000,0,1998-03-02
김석환,67610,2018,KIA,0.000,1,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0.000,0.000,0,1999-02-28
김석환,67610,2021,KIA,0.263,5,20,19,1,5,0,0,1,8,3,0,0,0,1,7,0,0.421,0.300,2,1999-02-28
김석환,67610,2022,KIA,0.149,51,107,94,15,14,2,0,3,25,7,0,0,10,3,32,1,0.266,0.252,0,1999-02-28
김석환,67610,2023,KIA,0.130,12,26,23,1,3,1,0,0,4,3,0,0,2,0,9,1,0.174,0.200,0,1999-02-28
이정훈,67644,2017,KIA,0.000,4,3,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0.000,0.333,0,1994-12-07
이정훈,67644,2019,KIA,0.286,7,15,14,0,4,1,0,0,5,3,0,0,0,0,1,2,0.357,0.267,0,1994-12-07
이정훈,67644,2020,KIA,0.000,3,4,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0.000,0.000,0,1994-12-07
이정훈,67644,2021,KIA,0.248,41,151,129,14,32,6,0,2,44,14,0,0,19,3,33,3,0.341,0.358,2,1994-12-07
이정훈,67644,2022,KIA,0.000,6,10,8,0,0,0,0,0,0,0,0,0,2,0,3,0,0.000,0.200,0,1994-12-07
이정훈,67644,2023,롯데,0.296,59,171,152,17,45,7,0,1,55,17,1,1,13,3,28,1,0.362,0.357,1,1994-12-07
팻딘,67645,2018,KIA,-,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,1989-05-25
버나디나,67650,2017,KIA,0.320,139,621,557,118,178,26,8,27,301,111,32,7,41,11,112,9,0.540,0.372,0,1984-06-12
버나디나,67650,2018,KIA,0.310,131,590,513,106,159,25,3,20,250,70,32,13,63,10,103,9,0.487,0.395,4,1984-06-12
박진태,67646,2017,KIA,0.000,7,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.000,0.000,0,1994-10-19
김기탁,67711,2021,한화,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,1998-09-30
박상원,67703,2017,한화,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,1994-09-09
박상원,67703,2023,한화,-,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,1994-09-09
원혁재,67760,2022,한화,0.095,11,23,21,2,2,1,0,0,3,0,0,0,2,0,12,0,0.143,0.174,0,1995-01-29
이정범,67807,2021,SSG,0.254,19,66,59,8,15,4,0,3,28,9,0,0,7,0,15,1,0.475,0.333,1,1998-04-10
이정범,67807,2022,SSG,0.273,7,11,11,2,3,0,0,0,3,1,0,0,0,0,2,0,0.273,0.273,1,1998-04-10
이정범,67807,2023,SSG,0.172,15,33,29,2,5,0,0,0,5,4,0,0,2,0,6,1,0.172,0.212,0,1998-04-10
김성민,67828,2018,넥센,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,1994-04-26
김성민,67828,2020,키움,-,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,1994-04-26
김성민,67828,2021,키움,-,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,1994-04-26
워스,67827,2017,SK,0.111,3,11,9,0,1,0,0,0,1,0,0,0,2,0,2,1,0.111,0.273,0,1985-09-30
로맥,67872,2017,SK,0.242,102,416,359,58,87,19,0,31,199,64,1,1,50,6,116,6,0.554,0.344,7,1985-09-30
로맥,67872,2018,SK,0.316,141,616,528,102,167,19,0,43,315,107,10,5,72,10,123,7,0.597,0.404,11,1985-09-30
로맥,67872,2019,SK,0.276,137,589,504,86,139,28,1,29,256,95,6,3,73,6,117,11,0.508,0.370,4,1985-09-30
로맥,67872,2020,SK,0.282,139,586,485,85,137,32,0,32,265,91,4,2,91,6,116,5,0.546,0.399,12,1985-09-30
로맥,67872,2021,SSG,0.225,107,421,355,55,80,11,0,20,151,52,1,0,59,4,83,9,0.425,0.340,2,1985-09-30
김수윤,67900,2021,NC,0.000,7,7,7,0,0,0,0,0,0,0,0,0,0,0,2,0,0.000,0.000,0,1998-07-16
김수윤,67900,2022,NC,0.118,10,18,17,1,2,1,0,1,6,2,0,0,1,0,7,0,0.353,0.167,1,1998-07-16
김수윤,67900,2023,NC,0.214,16,15,14,0,3,0,0,0,3,2,0,0,1,0,4,0,0.214,0.267,1,1998-07-16
박성한,67893,2017,SK,0.000,2,4,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0.000,0.000,0,1998-03-30
박성한,67893,2018,SK,0.135,42,59,52,3,7,1,0,0,8,2,0,0,7,0,16,0,0.154,0.237,6,1998-03-30
박성한,67893,2020,SK,0.242,41,112,99,7,24,2,0,2,32,8,1,1,11,1,21,1,0.323,0.324,4,1998-03-30
박성한,67893,2021,SSG,0.302,135,471,407,53,123,21,1,4,158,44,12,5,49,1,73,1,0.388,0.377,23,1998-03-30
박성한,67893,2022,SSG,0.298,140,564,494,68,147,24,4,2,185,56,12,8,60,2,81,5,0.374,0.375,24,1998-03-30
박성한,67893,2023,SSG,0.266,128,529,459,53,122,19,0,9,168,47,4,1,58,1,56,7,0.366,0.347,19,1998-03-30
천재환,67905,2022,NC,0.143,29,36,35,4,5,1,0,1,9,1,1,0,0,1,11,1,0.257,0.167,0,1994-04-01
천재환,67905,2023,NC,0.239,78,179,163,12,39,7,1,2,54,17,2,3,8,4,44,5,0.331,0.288,0,1994-04-01
스크럭스,67935,2017,NC,0.300,115,518,437,91,131,24,0,35,260,111,4,0,65,12,134,9,0.595,0.402,9,1987-09-23
스크럭스,67935,2018,NC,0.257,142,571,501,75,129,35,0,26,242,97,3,2,55,12,144,14,0.483,0.343,12,1987-09-23
신진호,67944,2017,NC,0.083,9,12,12,1,1,1,0,0,2,0,0,0,0,0,5,0,0.167,0.083,1,1991-10-20
신진호,67944,2018,NC,0.182,20,25,22,1,4,0,0,0,4,1,0,0,3,0,10,1,0.182,0.280,2,1991-10-20
김태현,67956,2021,NC,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,1998-03-21
김진호,67954,2022,NC,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,1998-06-07
이재용,67993,2022,NC,0.200,8,6,5,1,1,0,0,1,4,2,0,0,1,0,2,1,0.800,0.333,1,1999-02-28
이재용,67993,2023,한화,0.500,2,2,2,1,1,0,0,0,1,0,0,0,0,0,1,0,0.500,0.500,0,1999-02-28
박준혁,68003,2020,KT,0.000,12,2,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0.000,0.000,0,1999-08-30
양승혁,68002,2022,KT,0.000,11,5,5,0,0,0,0,0,0,0,1,1,0,0,1,0,0.000,0.000,1,1999-09-29
김민,68043,2020,KT,-,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,1999-04-14
김민,68043,2023,KT,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,1999-04-14
강백호,68050,2018,KT,0.290,138,585,527,108,153,32,2,29,276,84,3,5,52,3,124,4,0.524,0.356,6,1999-07-29
강백호,68050,2019,KT,0.336,116,505,438,72,147,29,1,13,217,65,9,5,61,2,87,11,0.495,0.416,3,1999-07-29
강백호,68050,2020,KT,0.330,129,574,500,95,165,36,1,23,272,89,7,2,66,5,93,7,0.544,0.411,10,1999-07-29
강백호,68050,2021,KT,0.347,142,627,516,76,179,40,1,16,269,102,10,5,103,0,85,7,0.521,0.450,19,1999-07-29
강백호,68050,2022,KT,0.245,62,264,237,24,58,12,0,6,88,29,0,0,23,1,44,6,0.371,0.312,2,1999-07-29
강백호,68050,2023,KT,0.265,71,271,238,32,63,10,1,8,99,39,3,0,31,0,55,1,0.416,0.347,1,1999-07-29
신병률,68067,2018,KT,-,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,1996-01-30
고명성,68069,2018,KT,0.000,5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0,1999-04-16
고명성,68069,2019,KT,0.125,30,18,16,4,2,0,0,0,2,0,0,0,2,0,7,1,0.125,0.222,2,1999-04-16
고명성,68069,2021,KT,0.000,7,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0,1999-04-16
고명성,68069,2022,KT,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,1999-04-16
조대현,68089,2022,KT,0.000,6,4,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0.000,0.000,0,1999-08-06
가르시아,68103,2018,LG,0.339,50,206,183,27,62,9,0,8,95,34,5,0,9,8,25,3,0.519,0.383,9,1985-04-12
이재원,68106,2020,LG,0.050,16,22,20,1,1,0,0,0,1,0,0,0,2,0,11,0,0.050,0.136,1,1999-07-17
이재원,68106,2021,LG,0.247,62,171,154,22,38,6,0,5,59,17,5,1,14,2,48,2,0.383,0.316,0,1999-07-17
이재원,68106,2022,LG,0.224,85,253,223,31,50,8,2,13,101,43,3,1,18,12,77,3,0.453,0.316,1,1999-07-17
이재원,68106,2023,LG,0.214,57,129,112,15,24,5,0,4,41,18,4,2,12,2,40,1,0.366,0.295,2,1999-07-17
송찬의,68110,2022,LG,0.236,33,78,72,8,17,4,0,3,30,10,2,1,2,3,24,0,0.417,0.282,4,1999-02-20
송찬의,68110,2023,LG,0.056,19,22,18,2,1,1,0,0,2,1,1,0,4,0,6,0,0.111,0.227,1,1999-02-20
문성주,68119,2018,LG,0.333,5,3,3,1,1,0,0,0,1,0,0,0,0,0,1,0,0.333,0.333,0,1997-02-20
문성주,68119,2021,LG,0.228,31,89,79,11,18,1,0,1,22,10,1,1,7,2,15,1,0.278,0.303,1,1997-02-20
문성주,68119,2022,LG,0.303,106,390,327,55,99,15,3,6,138,41,9,6,51,3,36,13,0.422,0.401,0,1997-02-20
문성주,68119,2023,LG,0.294,136,534,449,77,132,21,4,2,167,57,24,14,67,8,34,10,0.372,0.392,3,1997-02-20
박성모,68201,2018,두산,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,1995-02-22
권민석,68204,2020,두산,0.260,55,57,50,6,13,2,0,0,15,7,1,0,3,0,15,0,0.300,0.291,2,1999-02-20
